level(m)  area(m2)
 2701.5481        604
 2701.5491        604
 2701.5500        604
 2701.5510        604
 2701.5520        604
 2701.5530        604
 2701.5540        604
 2701.5549        604
 2701.5559        604
 2701.5569        608
 2701.5581        608
 2701.5591        608
 2701.5601        608
 2701.5610        608
 2701.5620        608
 2701.5630        608
 2701.5640        608
 2701.5649        608
 2701.5659        608
 2701.5669        608
 2701.5681        608
 2701.5691        608
 2701.5701        612
 2701.5710        612
 2701.5720        612
 2701.5730        612
 2701.5740        612
 2701.5750        612
 2701.5759        612
 2701.5769        612
 2701.5779        612
 2701.5791        612
 2701.5801        612
 2701.5811        612
 2701.5820        612
 2701.5830        612
 2701.5840        612
 2701.5850        612
 2701.5859        612
 2701.5869        612
 2701.5879        612
 2701.5891        612
 2701.5901        612
 2701.5911        612
 2701.5920        612
 2701.5930        612
 2701.5940        612
 2701.5950        612
 2701.5959        612
 2701.5969        612
 2701.5979        612
 2701.5991        612
 2701.6001        612
 2701.6011        612
 2701.6021        612
 2701.6030        612
 2701.6040        612
 2701.6050        612
 2701.6060        616
 2701.6069        616
 2701.6079        616
 2701.6089        616
 2701.6101        616
 2701.6111        616
 2701.6121        620
 2701.6130        620
 2701.6140        620
 2701.6150        620
 2701.6160        620
 2701.6169        620
 2701.6179        620
 2701.6189        620
 2701.6201        620
 2701.6211        620
 2701.6221        620
 2701.6230        620
 2701.6240        620
 2701.6250        620
 2701.6260        620
 2701.6270        620
 2701.6279        620
 2701.6289        620
 2701.6299        620
 2701.6311        620
 2701.6321        620
 2701.6331        620
 2701.6340        624
 2701.6350        624
 2701.6360        624
 2701.6370        624
 2701.6379        624
 2701.6389        624
 2701.6399        624
 2701.6411        624
 2701.6421        624
 2701.6431        624
 2701.6440        624
 2701.6450        624
 2701.6460        624
 2701.6470        624
 2701.6479        624
 2701.6489        624
 2701.6499        624
 2701.6509        624
 2701.6521        624
 2701.6531        624
 2701.6541        624
 2701.6550        624
 2701.6560        624
 2701.6570        624
 2701.6580        624
 2701.6589        624
 2701.6599        624
 2701.6609        624
 2701.6621        624
 2701.6631        624
 2701.6641        624
 2701.6650        624
 2701.6660        624
 2701.6670        624
 2701.6680        624
 2701.6689        624
 2701.6699        624
 2701.6709        624
 2701.6721        624
 2701.6731        624
 2701.6741        624
 2701.6750        624
 2701.6760        624
 2701.6770        624
 2701.6780        624
 2701.6790        624
 2701.6799        624
 2701.6809        624
 2701.6819        624
 2701.6831        628
 2701.6841        628
 2701.6851        628
 2701.6860        628
 2701.6870        628
 2701.6880        628
 2701.6890        628
 2701.6899        628
 2701.6909        628
 2701.6919        628
 2701.6931        628
 2701.6941        628
 2701.6951        628
 2701.6960        628
 2701.6970        628
 2701.6980        628
 2701.6990        628
 2701.7000        628
 2701.7009        628
 2701.7019        628
 2701.7029        628
 2701.7041        628
 2701.7051        628
 2701.7061        628
 2701.7070        628
 2701.7080        628
 2701.7090        628
 2701.7100        628
 2701.7109        628
 2701.7119        628
 2701.7129        628
 2701.7141        628
 2701.7151        628
 2701.7161        628
 2701.7170        628
 2701.7180        628
 2701.7190        628
 2701.7200        628
 2701.7209        628
 2701.7219        628
 2701.7229        628
 2701.7241        628
 2701.7251        628
 2701.7261        628
 2701.7271        628
 2701.7280        628
 2701.7290        628
 2701.7300        628
 2701.7310        628
 2701.7319        628
 2701.7329        628
 2701.7339        628
 2701.7351        628
 2701.7361        628
 2701.7371        628
 2701.7380        628
 2701.7390        628
 2701.7400        628
 2701.7410        628
 2701.7419        628
 2701.7429        628
 2701.7439        628
 2701.7451        628
 2701.7461        628
 2701.7471        628
 2701.7480        628
 2701.7490        632
 2701.7500        632
 2701.7510        632
 2701.7520        632
 2701.7529        632
 2701.7539        632
 2701.7549        632
 2701.7561        632
 2701.7571        632
 2701.7581        632
 2701.7590        632
 2701.7600        632
 2701.7610        632
 2701.7620        632
 2701.7629        632
 2701.7639        632
 2701.7649        632
 2701.7661        632
 2701.7671        632
 2701.7681        632
 2701.7690        632
 2701.7700        632
 2701.7710        632
 2701.7720        632
 2701.7729        632
 2701.7739        632
 2701.7749        632
 2701.7759        632
 2701.7771        632
 2701.7781        632
 2701.7791        632
 2701.7800        632
 2701.7810        632
 2701.7820        632
 2701.7830        632
 2701.7839        632
 2701.7849        632
 2701.7859        632
 2701.7871        632
 2701.7881        632
 2701.7891        632
 2701.7900        632
 2701.7910        632
 2701.7920        632
 2701.7930        632
 2701.7939        632
 2701.7949        632
 2701.7959        636
 2701.7971        636
 2701.7981        636
 2701.7991        636
 2701.8000        636
 2701.8010        636
 2701.8020        636
 2701.8030        636
 2701.8040        636
 2701.8049        636
 2701.8059        636
 2701.8069        636
 2701.8081        636
 2701.8091        636
 2701.8101        636
 2701.8110        636
 2701.8120        636
 2701.8130        636
 2701.8140        636
 2701.8149        636
 2701.8159        636
 2701.8169        636
 2701.8181        636
 2701.8191        636
 2701.8201        636
 2701.8210        636
 2701.8220        636
 2701.8230        636
 2701.8240        636
 2701.8250        636
 2701.8259        636
 2701.8269        636
 2701.8279        636
 2701.8291        636
 2701.8301        636
 2701.8311        636
 2701.8320        636
 2701.8330        636
 2701.8340        636
 2701.8350        636
 2701.8359        636
 2701.8369        636
 2701.8379        640
 2701.8391        640
 2701.8401        640
 2701.8411        640
 2701.8420        640
 2701.8430        640
 2701.8440        640
 2701.8450        640
 2701.8459        640
 2701.8469        640
 2701.8479        640
 2701.8491        640
 2701.8501        640
 2701.8511        640
 2701.8521        640
 2701.8530        640
 2701.8540        640
 2701.8550        640
 2701.8560        640
 2701.8569        640
 2701.8579        640
 2701.8589        640
 2701.8601        640
 2701.8611        640
 2701.8621        640
 2701.8630        640
 2701.8640        640
 2701.8650        640
 2701.8660        640
 2701.8669        640
 2701.8679        640
 2701.8689        640
 2701.8701        640
 2701.8711        640
 2701.8721        640
 2701.8730        640
 2701.8740        640
 2701.8750        640
 2701.8760        640
 2701.8770        640
 2701.8779        640
 2701.8789        640
 2701.8799        640
 2701.8811        640
 2701.8821        640
 2701.8831        640
 2701.8840        640
 2701.8850        640
 2701.8860        640
 2701.8870        640
 2701.8879        644
 2701.8889        644
 2701.8899        644
 2701.8911        644
 2701.8921        644
 2701.8931        644
 2701.8940        644
 2701.8950        644
 2701.8960        644
 2701.8970        644
 2701.8979        644
 2701.8989        644
 2701.8999        644
 2701.9009        644
 2701.9021        644
 2701.9031        644
 2701.9041        644
 2701.9050        644
 2701.9060        648
 2701.9070        648
 2701.9080        648
 2701.9089        648
 2701.9099        648
 2701.9109        648
 2701.9121        648
 2701.9131        648
 2701.9141        648
 2701.9150        648
 2701.9160        648
 2701.9170        648
 2701.9180        648
 2701.9189        648
 2701.9199        648
 2701.9209        648
 2701.9221        648
 2701.9231        648
 2701.9241        648
 2701.9250        648
 2701.9260        648
 2701.9270        648
 2701.9280        648
 2701.9290        648
 2701.9299        648
 2701.9309        648
 2701.9319        648
 2701.9331        648
 2701.9341        652
 2701.9351        652
 2701.9360        652
 2701.9370        652
 2701.9380        652
 2701.9390        652
 2701.9399        652
 2701.9409        652
 2701.9419        652
 2701.9431        652
 2701.9441        652
 2701.9451        652
 2701.9460        652
 2701.9470        652
 2701.9480        652
 2701.9490        652
 2701.9500        652
 2701.9509        652
 2701.9519        652
 2701.9529        652
 2701.9541        652
 2701.9551        652
 2701.9561        652
 2701.9570        652
 2701.9580        652
 2701.9590        652
 2701.9600        652
 2701.9609        652
 2701.9619        652
 2701.9629        652
 2701.9641        652
 2701.9651        652
 2701.9661        652
 2701.9670        652
 2701.9680        652
 2701.9690        652
 2701.9700        652
 2701.9709        652
 2701.9719        652
 2701.9729        652
 2701.9741        652
 2701.9751        656
 2701.9761        656
 2701.9771        656
 2701.9780        656
 2701.9790        656
 2701.9800        656
 2701.9810        656
 2701.9819        656
 2701.9829        656
 2701.9839        656
 2701.9851        656
 2701.9861        656
 2701.9871        656
 2701.9880        656
 2701.9890        656
 2701.9900        656
 2701.9910        656
 2701.9919        656
 2701.9929        656
 2701.9939        656
 2701.9951        660
 2701.9961        660
 2701.9971        660
 2701.9980        660
 2701.9990        660
 2702.0000        660
 2702.0010        660
 2702.0020        660
 2702.0029        660
 2702.0039        660
 2702.0049        660
 2702.0061        660
 2702.0071        660
 2702.0081        660
 2702.0090        660
 2702.0100        660
 2702.0110        660
 2702.0120        664
 2702.0129        664
 2702.0139        664
 2702.0149        664
 2702.0161        664
 2702.0171        664
 2702.0181        664
 2702.0190        664
 2702.0200        664
 2702.0210        664
 2702.0220        664
 2702.0229        664
 2702.0239        664
 2702.0249        664
 2702.0259        664
 2702.0271        664
 2702.0281        664
 2702.0291        664
 2702.0300        668
 2702.0310        668
 2702.0320        668
 2702.0330        668
 2702.0339        668
 2702.0349        668
 2702.0359        668
 2702.0371        668
 2702.0381        668
 2702.0391        668
 2702.0400        668
 2702.0410        668
 2702.0420        668
 2702.0430        668
 2702.0439        668
